"","ensembl_gene_id","rnorvegicus_homolog_ensembl_gene"
"3551","ENSMUSG00000026341","ENSRNOG00000003206"
"3553","ENSMUSG00000056367","ENSRNOG00000031855"
"3554","ENSMUSG00000037761","ENSRNOG00000023989"
"3555","ENSMUSG00000019948","ENSRNOG00000007875"
"3556","ENSMUSG00000015971","ENSRNOG00000015280"
"3557","ENSMUSG00000046615","ENSRNOG00000003456"
"3558","ENSMUSG00000051276","ENSRNOG00000012586"
"3559","ENSMUSG00000037737","ENSRNOG00000027908"
"3560","ENSMUSG00000026836","ENSRNOG00000005033"
"3561","ENSMUSG00000000532","ENSRNOG00000006934"
"3562","ENSMUSG00000026834","ENSRNOG00000004828"
"3563","ENSMUSG00000052155","ENSRNOG00000005334"
"3564","ENSMUSG00000061393","ENSRNOG00000014477"
"3565","ENSMUSG00000000530","ENSRNOG00000028713"
"3566","ENSMUSG00000023262","ENSRNOG00000011189"
"3567","ENSMUSG00000024866","ENSRNOG00000017901"
"3568","ENSMUSG00000008822","ENSRNOG00000006744"
"3569","ENSMUSG00000060923","ENSRNOG00000042419"
"3570","ENSMUSG00000017697","ENSRNOG00000010265"
"3571","ENSMUSG00000027719","ENSRNOG00000017246"
"3572","ENSMUSG00000024266","ENSRNOG00000015690"
"3573","ENSMUSG00000027259","ENSRNOG00000012166"
"3574","ENSMUSG00000054693","ENSRNOG00000054257"
"3575","ENSMUSG00000020926","ENSRNOG00000002753"
"3576","ENSMUSG00000054555","ENSRNOG00000018384"
"3577","ENSMUSG00000028041","ENSRNOG00000020590"
"3578","ENSMUSG00000052593","ENSRNOG00000060694"
"3579","ENSMUSG00000031552","ENSRNOG00000017683"
"3582","ENSMUSG00000062438","ENSRNOG00000037801"
"3583","ENSMUSG00000022039","ENSRNOG00000017027"
"3587","ENSMUSG00000040537","ENSRNOG00000042478"
"3588","ENSMUSG00000025964","ENSRNOG00000012424"
"3589","ENSMUSG00000046723","ENSRNOG00000038671"
"3593","ENSMUSG00000014725","ENSRNOG00000014518"
"3595","ENSMUSG00000031553","ENSRNOG00000017554"
"3596","ENSMUSG00000043468","ENSRNOG00000019044"
"3597","ENSMUSG00000037437","ENSRNOG00000025728"
"3598","ENSMUSG00000027318","ENSRNOG00000021242"
"3603","ENSMUSG00000031554","ENSRNOG00000017518"
"3606","ENSMUSG00000022056","ENSRNOG00000014054"
"3607","ENSMUSG00000025473","ENSRNOG00000017897"
"3608","ENSMUSG00000031555","ENSRNOG00000017231"
"3609","ENSMUSG00000022057","ENSRNOG00000030724"
"3610","ENSMUSG00000022893","ENSRNOG00000001607"
"3611","ENSMUSG00000024299","ENSRNOG00000008857"
"3612","ENSMUSG00000047497","ENSRNOG00000018865"
"3613","ENSMUSG00000014852","ENSRNOG00000005780"
"3614","ENSMUSG00000059901","ENSRNOG00000000563"
"3615","ENSMUSG00000033453","ENSRNOG00000009892"
"3616","ENSMUSG00000049538","ENSRNOG00000016812"
"3617","ENSMUSG00000058145","ENSRNOG00000037080"
"3618","ENSMUSG00000053399","ENSRNOG00000011575"
"3619","ENSMUSG00000053441","ENSRNOG00000019577"
"3620","ENSMUSG00000036545","ENSRNOG00000061484"
"3621","ENSMUSG00000022449","ENSRNOG00000033397"
"3622","ENSMUSG00000043635","ENSRNOG00000027463"
"3623","ENSMUSG00000006403","ENSRNOG00000003538"
"3624","ENSMUSG00000022894","ENSRNOG00000057794"
"3625","ENSMUSG00000046169","ENSRNOG00000012655"
"3626","ENSMUSG00000032363","ENSRNOG00000028036"
"3627","ENSMUSG00000031994","ENSRNOG00000005574"
"3628","ENSMUSG00000030022","ENSRNOG00000023257"
"3629","ENSMUSG00000066113","ENSRNOG00000006956"
"3630","ENSMUSG00000036040","ENSRNOG00000027742"
"3631","ENSMUSG00000070469","ENSRNOG00000010840"
"3632","ENSMUSG00000015850","ENSRNOG00000049385"
"3633","ENSMUSG00000043822","ENSRNOG00000033787"
"3634","ENSMUSG00000056413","ENSRNOG00000054033"
"3635","ENSMUSG00000020709","ENSRNOG00000037148"
"3637","ENSMUSG00000027951","ENSRNOG00000020744"
"3638","ENSMUSG00000020262","ENSRNOG00000001227"
"3639","ENSMUSG00000052551","ENSRNOG00000030775"
"3640","ENSMUSG00000031949","ENSRNOG00000019434"
"3641","ENSMUSG00000019808","ENSRNOG00000046983"
"3643","ENSMUSG00000021044","ENSRNOG00000012685"
"3645","ENSMUSG00000022550","ENSRNOG00000030334"
"3646","ENSMUSG00000020431","ENSRNOG00000059479"
"3647","ENSMUSG00000026567","ENSRNOG00000053410"
"3648","ENSMUSG00000021536","ENSRNOG00000032150"
"3649","ENSMUSG00000020654","ENSRNOG00000003999"
"3650","ENSMUSG00000022220","ENSRNOG00000020401"
"3651","ENSMUSG00000022840","ENSRNOG00000002229"
"3652","ENSMUSG00000022994","ENSRNOG00000054757"
"3653","ENSMUSG00000031659","ENSRNOG00000014776"
"3654","ENSMUSG00000022376","ENSRNOG00000004890"
"3655","ENSMUSG00000005580","ENSRNOG00000049768"
"3656","ENSMUSG00000024256","ENSRNOG00000049882"
"3657","ENSMUSG00000029778","ENSRNOG00000012098"
"3658","ENSMUSG00000029106","ENSRNOG00000013039"
"3659","ENSMUSG00000030000","ENSRNOG00000015903"
"3660","ENSMUSG00000025026","ENSRNOG00000012820"
"3661","ENSMUSG00000050994","ENSRNOG00000042741"
"3662","ENSMUSG00000025475","ENSRNOG00000054955"
"3663","ENSMUSG00000031486","ENSRNOG00000012991"
"3664","ENSMUSG00000029090","ENSRNOG00000004279"
"3666","ENSMUSG00000028782","ENSRNOG00000014375"
"3667","ENSMUSG00000033569","ENSRNOG00000012045"
"3668","ENSMUSG00000044017","ENSRNOG00000023536"
"3670","ENSMUSG00000004730","ENSRNOG00000046254"
"3671","ENSMUSG00000032915","ENSRNOG00000050325"
"3672","ENSMUSG00000002885","ENSRNOG00000004489"
"3674","ENSMUSG00000057899","ENSRNOG00000025603"
"3675","ENSMUSG00000067642","ENSRNOG00000024766"
"3676","ENSMUSG00000023918","ENSRNOG00000012535"
"3677","ENSMUSG00000056492","ENSRNOG00000011154"
"3678","ENSMUSG00000031785","ENSRNOG00000014963"
"3679","ENSMUSG00000031298","ENSRNOG00000032472"
"3680","ENSMUSG00000060470","ENSRNOG00000014896"
"3681","ENSMUSG00000053852","ENSRNOG00000054401"
"3682","ENSMUSG00000061577","ENSRNOG00000039891"
"3683","ENSMUSG00000039116","ENSRNOG00000011411"
"3686","ENSMUSG00000013033","ENSRNOG00000029134"
"3687","ENSMUSG00000028184","ENSRNOG00000032660"
"3688","ENSMUSG00000037605","ENSRNOG00000030149"
"3689","ENSMUSG00000039167","ENSRNOG00000033940"
"3690","ENSMUSG00000069170","ENSRNOG00000016306"
"3693","ENSMUSG00000028138","ENSRNOG00000046357"
"3695","ENSMUSG00000053054","ENSRNOG00000012281"
"3697","ENSMUSG00000055301","ENSRNOG00000032959"
"3698","ENSMUSG00000025911","ENSRNOG00000007069"
"3699","ENSMUSG00000020629","ENSRNOG00000008950"
"3702","ENSMUSG00000022878","ENSRNOG00000001821"
"3703","ENSMUSG00000026457","ENSRNOG00000004143"
"3704","ENSMUSG00000030168","ENSRNOG00000007990"
"3705","ENSMUSG00000039197","ENSRNOG00000012325"
"3706","ENSMUSG00000030790","ENSRNOG00000027030"
"3707","ENSMUSG00000054136","ENSRNOG00000029830"
"3708","ENSMUSG00000051149","ENSRNOG00000010975"
"3709","ENSMUSG00000053950","ENSRNOG00000053370"
"3712","ENSMUSG00000042429","ENSRNOG00000003442"
"3713","ENSMUSG00000020178","ENSRNOG00000001302"
"3714","ENSMUSG00000018500","ENSRNOG00000002922"
"3717","ENSMUSG00000025236","ENSRNOG00000026178"
"3718","ENSMUSG00000002844","ENSRNOG00000027260"
"3719","ENSMUSG00000031448","ENSRNOG00000062013"
"3720","ENSMUSG00000042558","ENSRNOG00000010849"
"3721","ENSMUSG00000020910","ENSRNOG00000003397"
"3722","ENSMUSG00000045875","ENSRNOG00000009522"
"3723","ENSMUSG00000050541","ENSRNOG00000060087"
"3724","ENSMUSG00000027335","ENSRNOG00000021256"
"3725","ENSMUSG00000033717","ENSRNOG00000047545"
"3726","ENSMUSG00000058620","ENSRNOG00000013887"
"3727","ENSMUSG00000045318","ENSRNOG00000009299"
"3728","ENSMUSG00000035283","ENSRNOG00000017002"
"3729","ENSMUSG00000045730","ENSRNOG00000019217"
"3730","ENSMUSG00000031489","ENSRNOG00000012674"
"3732","ENSMUSG00000022407","ENSRNOG00000018655"
"3733","ENSMUSG00000015961","ENSRNOG00000004481"
"3734","ENSMUSG00000011148","ENSRNOG00000046763"
"3735","ENSMUSG00000058022","ENSRNOG00000014481"
"3736","ENSMUSG00000020473","ENSRNOG00000013720"
"3737","ENSMUSG00000030232","ENSRNOG00000008929"
"3739","ENSMUSG00000030609","ENSRNOG00000018421"
"3748","ENSMUSG00000088294","ENSRNOG00000051396"
"3750","ENSMUSG00000065749","ENSRNOG00000053854"
"3758","ENSMUSG00000029094","ENSRNOG00000060665"
"3759","ENSMUSG00000033032","ENSRNOG00000019403"
"3760","ENSMUSG00000025083","ENSRNOG00000017164"
"3761","ENSMUSG00000068036","ENSRNOG00000023753"
"3762","ENSMUSG00000029313","ENSRNOG00000002232"
"3763","ENSMUSG00000031189","ENSRNOG00000052572"
"3764","ENSMUSG00000037138","ENSRNOG00000018830"
"3765","ENSMUSG00000049470","ENSRNOG00000006965"
"3767","ENSMUSG00000031967","ENSRNOG00000026994"
"3768","ENSMUSG00000024527","ENSRNOG00000017965"
"3769","ENSMUSG00000029369","ENSRNOG00000002878"
"3770","ENSMUSG00000017718","ENSRNOG00000050205"
"3771","ENSMUSG00000054932","ENSRNOG00000002889"
"3772","ENSMUSG00000049659","ENSRNOG00000005411"
"3773","ENSMUSG00000031521","ENSRNOG00000000108"
"3774","ENSMUSG00000055013","ENSRNOG00000019476"
"3775","ENSMUSG00000025422","ENSRNOG00000025584"
"3776","ENSMUSG00000023353","ENSRNOG00000012764"
"3777","ENSMUSG00000025754","ENSRNOG00000022610"
"3778","ENSMUSG00000040812","ENSRNOG00000008467"
"3779","ENSMUSG00000038836","ENSRNOG00000010397"
"3780","ENSMUSG00000061298","ENSRNOG00000008011"
"3781","ENSMUSG00000029165","ENSRNOG00000008612"
"3782","ENSMUSG00000015452","ENSRNOG00000000439"
"3783","ENSMUSG00000026159","ENSRNOG00000015619"
"3784","ENSMUSG00000029722","ENSRNOG00000001404"
"3785","ENSMUSG00000021681","ENSRNOG00000029304"
"3786","ENSMUSG00000029916","ENSRNOG00000011509"
"3787","ENSMUSG00000033400","ENSRNOG00000016214"
"3788","ENSMUSG00000040706","ENSRNOG00000012315"
"3789","ENSMUSG00000050103","ENSRNOG00000023116"
"3790","ENSMUSG00000041530","ENSRNOG00000055915"
"3791","ENSMUSG00000036698","ENSRNOG00000008533"
"3792","ENSMUSG00000028842","ENSRNOG00000034269"
"3793","ENSMUSG00000042500","ENSRNOG00000025596"
"3794","ENSMUSG00000034254","ENSRNOG00000000437"
"3795","ENSMUSG00000026922","ENSRNOG00000019466"
"3796","ENSMUSG00000001211","ENSRNOG00000001205"
"3797","ENSMUSG00000023827","ENSRNOG00000017731"
"3798","ENSMUSG00000031467","ENSRNOG00000028623"
"3799","ENSMUSG00000042410","ENSRNOG00000001547"
"3800","ENSMUSG00000020581","ENSRNOG00000005023"
"3801","ENSMUSG00000036231","ENSRNOG00000004994"
"3802","ENSMUSG00000041936","ENSRNOG00000020205"
"3803","ENSMUSG00000005705","ENSRNOG00000039001"
"3804","ENSMUSG00000031980","ENSRNOG00000018445"
"3805","ENSMUSG00000021557","ENSRNOG00000018651"
"3806","ENSMUSG00000049115","ENSRNOG00000018346"
"3807","ENSMUSG00000054988","ENSRNOG00000010640"
"3808","ENSMUSG00000068122","ENSRNOG00000050006"
"3809","ENSMUSG00000029007","ENSRNOG00000008619"
"3810","ENSMUSG00000026272","ENSRNOG00000023856"
"3811","ENSMUSG00000089678","ENSRNOG00000017821"
"3812","ENSMUSG00000026491","ENSRNOG00000023541"
"3814","ENSMUSG00000027893","ENSRNOG00000018569"
"3815","ENSMUSG00000029772","ENSRNOG00000039300"
"3816","ENSMUSG00000037692","ENSRNOG00000042855"
"3817","ENSMUSG00000019986","ENSRNOG00000013969"
"3818","ENSMUSG00000069833","ENSRNOG00000057569"
"3819","ENSMUSG00000072812","ENSRNOG00000028545"
"3820","ENSMUSG00000019256","ENSRNOG00000004342"
"3821","ENSMUSG00000021575","ENSRNOG00000014721"
"3822","ENSMUSG00000021037","ENSRNOG00000048981"
"3823","ENSMUSG00000020288","ENSRNOG00000052142"
"3824","ENSMUSG00000022868","ENSRNOG00000038370"
"3834","ENSMUSG00000045165","ENSRNOG00000016978"
"3839","ENSMUSG00000078307","ENSRNOG00000025463"
"3840","ENSMUSG00000010290","ENSRNOG00000016447"
"3843","ENSMUSG00000034382","ENSRNOG00000015297"
"3845","ENSMUSG00000047423","ENSRNOG00000020551"
"3852","ENSMUSG00000040627","ENSRNOG00000015478"
"3853","ENSMUSG00000042901","ENSRNOG00000058805"
"3854","ENSMUSG00000024397","ENSRNOG00000000853"
"3855","ENSMUSG00000001864","ENSRNOG00000009951"
"3856","ENSMUSG00000036932","ENSRNOG00000006067"
"3857","ENSMUSG00000020085","ENSRNOG00000059445"
"3858","ENSMUSG00000022763","ENSRNOG00000037957"
"3859","ENSMUSG00000019806","ENSRNOG00000010753"
"3860","ENSMUSG00000037860","ENSRNOG00000003480"
"3861","ENSMUSG00000028029","ENSRNOG00000011384"
"3862","ENSMUSG00000029610","ENSRNOG00000001044"
"3864","ENSMUSG00000024847","ENSRNOG00000022289"
"3865","ENSMUSG00000040554","ENSRNOG00000007889"
"3866","ENSMUSG00000000731","ENSRNOG00000001213"
"3868","ENSMUSG00000039546","ENSRNOG00000050137"
"3869","ENSMUSG00000029419","ENSRNOG00000033863"
"3870","ENSMUSG00000022178","ENSRNOG00000012791"
"3871","ENSMUSG00000026817","ENSRNOG00000049056"
"3873","ENSMUSG00000028792","ENSRNOG00000000122"
"3874","ENSMUSG00000024782","ENSRNOG00000052506"
"3876","ENSMUSG00000028527","ENSRNOG00000045738"
"3877","ENSMUSG00000039058","ENSRNOG00000046947"
"3879","ENSMUSG00000041323","ENSRNOG00000055714"
"3880","ENSMUSG00000026807","ENSRNOG00000012761"
"3881","ENSMUSG00000091415","ENSRNOG00000037688"
"3882","ENSMUSG00000091636","ENSRNOG00000053805"
"3883","ENSMUSG00000018428","ENSRNOG00000002373"
"3884","ENSMUSG00000047804","ENSRNOG00000002899"
"3885","ENSMUSG00000022016","ENSRNOG00000009987"
"3886","ENSMUSG00000038587","ENSRNOG00000019549"
"3887","ENSMUSG00000066406","ENSRNOG00000010964"
"3888","ENSMUSG00000036551","ENSRNOG00000006899"
"3889","ENSMUSG00000059708","ENSRNOG00000009746"
"3890","ENSMUSG00000030344","ENSRNOG00000059227"
"3891","ENSMUSG00000050089","ENSRNOG00000002921"
"3892","ENSMUSG00000021057","ENSRNOG00000006410"
"3893","ENSMUSG00000061603","ENSRNOG00000004841"
"3894","ENSMUSG00000039166","ENSRNOG00000013202"
"3895","ENSMUSG00000024045","ENSRNOG00000006559"
"3896","ENSMUSG00000002625","ENSRNOG00000006355"
"3897","ENSMUSG00000040407","ENSRNOG00000026319"
"3898","ENSMUSG00000031023","ENSRNOG00000013744"
"3899","ENSMUSG00000023075","ENSRNOG00000026610"
"3901","ENSMUSG00000028291","ENSRNOG00000008288"
"3902","ENSMUSG00000039158","ENSRNOG00000008005"
"3903","ENSMUSG00000049565","ENSRNOG00000028025"
"3906","ENSMUSG00000036500","ENSRNOG00000058652"
"3907","ENSMUSG00000028692","ENSRNOG00000016727"
"3910","ENSMUSG00000001642","ENSRNOG00000009513"
"3911","ENSMUSG00000052131","ENSRNOG00000009875"
"3913","ENSMUSG00000021211","ENSRNOG00000033010"
"3916","ENSMUSG00000033715","ENSRNOG00000017672"
"3917","ENSMUSG00000021214","ENSRNOG00000017531"
"3918","ENSMUSG00000071551","ENSRNOG00000038319"
"3920","ENSMUSG00000021207","ENSRNOG00000029844"
"3923","ENSMUSG00000038641","ENSRNOG00000013004"
"3924","ENSMUSG00000045410","ENSRNOG00000017165"
"3925","ENSMUSG00000028743","ENSRNOG00000017780"
"3926","ENSMUSG00000001729","ENSRNOG00000028629"
"3927","ENSMUSG00000011096","ENSRNOG00000020289"
"3928","ENSMUSG00000004056","ENSRNOG00000018677"
"3930","ENSMUSG00000019699","ENSRNOG00000021497"
"3931","ENSMUSG00000031667","ENSRNOG00000011956"
"3990","ENSMUSG00000028393","ENSRNOG00000015206"
"3991","ENSMUSG00000032786","ENSRNOG00000056596"
"3992","ENSMUSG00000025270","ENSRNOG00000000167"
"3993","ENSMUSG00000029368","ENSRNOG00000002911"
"3994","ENSMUSG00000070690","ENSRNOG00000039504"
"3995","ENSMUSG00000022636","ENSRNOG00000001989"
"3996","ENSMUSG00000007833","ENSRNOG00000020623"
"3999","ENSMUSG00000053279","ENSRNOG00000017619"
"4000","ENSMUSG00000013584","ENSRNOG00000055049"
"4001","ENSMUSG00000015134","ENSRNOG00000052070"
"4002","ENSMUSG00000024747","ENSRNOG00000017878"
"4003","ENSMUSG00000035561","ENSRNOG00000011497"
"4004","ENSMUSG00000030088","ENSRNOG00000047023"
"4005","ENSMUSG00000020256","ENSRNOG00000008586"
"4006","ENSMUSG00000029455","ENSRNOG00000001344"
"4007","ENSMUSG00000019102","ENSRNOG00000002331"
"4008","ENSMUSG00000010025","ENSRNOG00000002342"
"4009","ENSMUSG00000024885","ENSRNOG00000017512"
"4013","ENSMUSG00000035936","ENSRNOG00000023538"
"4014","ENSMUSG00000021238","ENSRNOG00000011419"
"4015","ENSMUSG00000053644","ENSRNOG00000014645"
"4016","ENSMUSG00000037542","ENSRNOG00000014907"
"4017","ENSMUSG00000026687","ENSRNOG00000004027"
"4019","ENSMUSG00000030695","ENSRNOG00000052802"
"4023","ENSMUSG00000063129","ENSRNOG00000030869"
"4024","ENSMUSG00000028307","ENSRNOG00000006807"
"4025","ENSMUSG00000017390","ENSRNOG00000011452"
"4026","ENSMUSG00000039427","ENSRNOG00000002883"
"4027","ENSMUSG00000075470","ENSRNOG00000014511"
"4028","ENSMUSG00000063362","ENSRNOG00000012841"
"4029","ENSMUSG00000035845","ENSRNOG00000004591"
"4031","ENSMUSG00000039887","ENSRNOG00000011528"
"4032","ENSMUSG00000039740","ENSRNOG00000006369"
"4033","ENSMUSG00000033809","ENSRNOG00000001712"
"4034","ENSMUSG00000036632","ENSRNOG00000058694"
"4035","ENSMUSG00000073792","ENSRNOG00000009045"
"4037","ENSMUSG00000035704","ENSRNOG00000012292"
"4038","ENSMUSG00000032059","ENSRNOG00000010877"
"4039","ENSMUSG00000055471","ENSRNOG00000008683"
"4040","ENSMUSG00000087247","ENSRNOG00000048703"
"4041","ENSMUSG00000054204","ENSRNOG00000005154"
"4042","ENSMUSG00000079036","ENSRNOG00000012264"
"4043","ENSMUSG00000044339","ENSRNOG00000028584"
"4044","ENSMUSG00000040174","ENSRNOG00000021678"
"4046","ENSMUSG00000039754","ENSRNOG00000001428"
"4047","ENSMUSG00000042650","ENSRNOG00000028341"
"4050","ENSMUSG00000002661","ENSRNOG00000047089"
"4051","ENSMUSG00000025899","ENSRNOG00000024525"
"4052","ENSMUSG00000020636","ENSRNOG00000008299"
"4053","ENSMUSG00000063810","ENSRNOG00000022343"
"4056","ENSMUSG00000000320","ENSRNOG00000027037"
"4057","ENSMUSG00000032807","ENSRNOG00000022210"
"4058","ENSMUSG00000018907","ENSRNOG00000019074"
"4059","ENSMUSG00000018924","ENSRNOG00000019183"
"4060","ENSMUSG00000025701","ENSRNOG00000012972"
"4061","ENSMUSG00000060063","ENSRNOG00000000907"
"4062","ENSMUSG00000020891","ENSRNOG00000007778"
"4063","ENSMUSG00000020892","ENSRNOG00000007454"
"4064","ENSMUSG00000079440","ENSRNOG00000030020"
"4065","ENSMUSG00000028028","ENSRNOG00000022636"
"4066","ENSMUSG00000032845","ENSRNOG00000017421"
"4067","ENSMUSG00000038763","ENSRNOG00000011659"
"4068","ENSMUSG00000028766","ENSRNOG00000013954"
"4069","ENSMUSG00000026246","ENSRNOG00000033672"
"4070","ENSMUSG00000026024","ENSRNOG00000023280"
"4071","ENSMUSG00000044037","ENSRNOG00000033921"
"4072","ENSMUSG00000036602","ENSRNOG00000004390"
"4073","ENSMUSG00000014603","ENSRNOG00000018290"
"4074","ENSMUSG00000040310","ENSRNOG00000000008"
"4077","ENSMUSG00000022244","ENSRNOG00000018662"
"4078","ENSMUSG00000029288","ENSRNOG00000003718"
"4079","ENSMUSG00000028356","ENSRNOG00000006889"
"4080","ENSMUSG00000040506","ENSRNOG00000017422"
"4089","ENSMUSG00000015890","ENSRNOG00000005266"
"4090","ENSMUSG00000036820","ENSRNOG00000006460"
"4091","ENSMUSG00000031354","ENSRNOG00000003965"
"4092","ENSMUSG00000050332","ENSRNOG00000007984"
"4093","ENSMUSG00000021986","ENSRNOG00000013623"
"4094","ENSMUSG00000045174","ENSRNOG00000023603"
"4095","ENSMUSG00000031751","ENSRNOG00000055446"
"4096","ENSMUSG00000035262","ENSRNOG00000019377"
"4097","ENSMUSG00000023047","ENSRNOG00000014850"
"4098","ENSMUSG00000050947","ENSRNOG00000045665"
"4099","ENSMUSG00000048218","ENSRNOG00000007032"
"4101","ENSMUSG00000042225","ENSRNOG00000022166"
"4102","ENSMUSG00000041915","ENSRNOG00000016250"
"4103","ENSMUSG00000021278","ENSRNOG00000009050"
"4104","ENSMUSG00000068250","ENSRNOG00000036917"
"4105","ENSMUSG00000041688","ENSRNOG00000007345"
"4106","ENSMUSG00000013076","ENSRNOG00000008990"
"4107","ENSMUSG00000032531","ENSRNOG00000008487"
"4108","ENSMUSG00000070385","ENSRNOG00000018656"
"4109","ENSMUSG00000027889","ENSRNOG00000019240"
"4110","ENSMUSG00000005686","ENSRNOG00000018262"
"4113","ENSMUSG00000032607","ENSRNOG00000050214"
"4114","ENSMUSG00000029282","ENSRNOG00000003776"
"4115","ENSMUSG00000074264","ENSRNOG00000033529"
"4123","ENSMUSG00000050022","ENSRNOG00000024264"
"4124","ENSMUSG00000020610","ENSRNOG00000000246"
"4125","ENSMUSG00000014355","ENSRNOG00000016965"
"4126","ENSMUSG00000036977","ENSRNOG00000018296"
"4127","ENSMUSG00000025135","ENSRNOG00000036686"
"4128","ENSMUSG00000035048","ENSRNOG00000008459"
"4129","ENSMUSG00000030649","ENSRNOG00000019936"
"4131","ENSMUSG00000020107","ENSRNOG00000000576"
"4132","ENSMUSG00000026965","ENSRNOG00000011295"
"4133","ENSMUSG00000029176","ENSRNOG00000004130"
"4134","ENSMUSG00000029472","ENSRNOG00000001316"
"4135","ENSMUSG00000029466","ENSRNOG00000001283"
"4149","ENSMUSG00000021257","ENSRNOG00000010567"
"4150","ENSMUSG00000026634","ENSRNOG00000003795"
"4151","ENSMUSG00000022309","ENSRNOG00000005854"
"4152","ENSMUSG00000031465","ENSRNOG00000016696"
"4153","ENSMUSG00000027460","ENSRNOG00000005008"
"4154","ENSMUSG00000033544","ENSRNOG00000004712"
"4155","ENSMUSG00000004105","ENSRNOG00000016678"
"4156","ENSMUSG00000028553","ENSRNOG00000008638"
"4157","ENSMUSG00000002289","ENSRNOG00000007545"
"4158","ENSMUSG00000038742","ENSRNOG00000020603"
"4159","ENSMUSG00000028989","ENSRNOG00000009589"
"4160","ENSMUSG00000047822","ENSRNOG00000011490"
"4161","ENSMUSG00000022265","ENSRNOG00000010960"
"4162","ENSMUSG00000031543","ENSRNOG00000018241"
"4163","ENSMUSG00000032826","ENSRNOG00000011076"
"4164","ENSMUSG00000069601","ENSRNOG00000053288"
"4165","ENSMUSG00000039342","ENSRNOG00000003991"
"4166","ENSMUSG00000066510","ENSRNOG00000015554"
"4168","ENSMUSG00000074771","ENSRNOG00000005792"
"4169","ENSMUSG00000047773","ENSRNOG00000023532"
"4170","ENSMUSG00000020790","ENSRNOG00000016212"
"4171","ENSMUSG00000024483","ENSRNOG00000030247"
"4172","ENSMUSG00000040351","ENSRNOG00000005502"
"4173","ENSMUSG00000032257","ENSRNOG00000025037"
"4174","ENSMUSG00000046295","ENSRNOG00000017156"
"4175","ENSMUSG00000029501","ENSRNOG00000060144"
"4176","ENSMUSG00000034212","ENSRNOG00000048567"
"4177","ENSMUSG00000036188","ENSRNOG00000005623"
"4180","ENSMUSG00000024803","ENSRNOG00000018598"
"4181","ENSMUSG00000031508","ENSRNOG00000013618"
"4182","ENSMUSG00000035569","ENSRNOG00000027906"
"4185","ENSMUSG00000041870","ENSRNOG00000001204"
"4186","ENSMUSG00000037907","ENSRNOG00000014742"
"4187","ENSMUSG00000039988","ENSRNOG00000011340"
"4188","ENSMUSG00000005986","ENSRNOG00000028247"
"4189","ENSMUSG00000047909","ENSRNOG00000028168"
"4190","ENSMUSG00000055204","ENSRNOG00000002940"
"4191","ENSMUSG00000025172","ENSRNOG00000013840"
"4192","ENSMUSG00000024774","ENSRNOG00000019190"
